x,y,area_m2,posterior_mass,R_conditional_min_m,R_conditional_max_m
356.8365713994368,-9.726904127851713,9.587265792501062,0.0003469369951042981,1000,1500
356.8569429877307,-8.948384964300423,9.587265792504967,0.0003469369951044394,1000,1500
356.8756160635544,-8.169823209610572,9.587265792504986,0.0003469369951044401,1000,1500
356.89259053803073,-7.391222569460271,9.58726579250109,0.0003469369951042991,1000,1500
356.90786633036726,-6.612586749712228,9.587265792504992,0.0003469369951044403,1000,1500
356.92144336785657,-5.833919456396608,9.58726579250499,0.00034693699510444026,1000,1500
356.9333215858768,-5.055224395693851,9.58726579250104,0.0003469369951042973,1000,1500
356.9435009278918,-4.276505273916071,9.587265792504953,0.0003469369951044389,1000,1500
356.95198134545166,-3.497765797489924,9.587265792504986,0.0003469369951044401,1000,1500
356.9587627981924,-2.7190096729394124,9.587265792501075,0.00034693699510429855,1000,1500
356.9638452538369,-1.9402406068672957,9.587265792504983,0.00034693699510444,1000,1500
356.9672286881944,-1.1614623059381057,9.587265792501098,0.0003469369951042994,1000,1500
356.9689130851608,-0.38267847686030876,9.587265792504992,0.0003469369951044403,1000,1500
368.8669215891158,-12.471772074279745,9.587265792505042,0.0003469369951044421,1000,1500
368.89325291545913,-11.667000246627726,9.587265792501109,0.0003469369951042998,1000,1500
368.9178284407663,-10.862172888192859,9.58726579250503,0.0003469369951044417,1000,1500
368.9406480480667,-10.0572938296679,9.58726579250113,0.00034693699510430056,1000,1500
368.9617116287469,-9.252366901991667,9.58726579250502,0.00034693699510444134,1000,1500
368.98101908255194,-8.447395936330668,9.587265792505017,0.00034693699510444123,1000,1500
368.998570317585,-7.6423847640615,9.587265792501102,0.0003469369951042995,1000,1500
369.0143652503085,-6.837337216751633,9.587265792505015,0.0003469369951044411,1000,1500
369.02840380554426,-6.0322571261416815,9.587265792505026,0.00034693699510444156,1000,1500
369.04068591647354,-5.22714832412764,9.587265792501125,0.0003469369951043004,1000,1500
369.0512115246379,-4.422014642741658,9.587265792505036,0.00034693699510444194,1000,1500
369.05998057993935,-3.616859914134322,9.587265792505027,0.0003469369951044416,1000,1500
369.0669930406401,-2.811687970556873,9.587265792501128,0.0003469369951043005,1000,1500
369.0722488733635,-2.006502644341996,9.587265792505018,0.0003469369951044413,1000,1500
369.07574805309343,-1.2013077678862514,9.587265792501107,0.00034693699510429974,1000,1500
369.07749056317516,-0.3961071736316341,9.587265792505008,0.0003469369951044409,1000,1500
380.58357825592105,-12.868330788978797,9.587265792505018,0.0003469369951044413,1000,1500
380.6107468549193,-12.037996258344688,9.587265792501107,0.00034693699510429974,1000,1500
380.6361038817665,-11.207604431118305,9.587265792505018,0.0003469369951044413,1000,1500
380.6596492157723,-10.377159259670215,9.5872657925011,0.00034693699510429947,1000,1500
380.6813827448692,-9.546664696624859,9.587265792505015,0.0003469369951044411,1000,1500
380.7013043656133,-8.71612469484162,9.587265792505022,0.0003469369951044414,1000,1500
380.7194139831848,-7.885543207396644,9.587265792501123,0.0003469369951043003,1000,1500
380.73571151138833,-7.054924187563028,9.587265792505006,0.0003469369951044408,1000,1500
380.7501968726534,-6.22427158879252,9.587265792505015,0.0003469369951044411,1000,1500
380.76286999803483,-5.393589364697194,9.587265792501087,0.00034693699510429904,1000,1500
380.77373082721306,-4.5628814690296124,9.587265792504994,0.00034693699510444036,1000,1500
380.78277930849447,-3.7321518556645428,9.587265792505018,0.0003469369951044413,1000,1500
380.7900153988114,-2.90140447858062,9.587265792501093,0.0003469369951042992,1000,1500
380.7954390637226,-2.0706432918405127,9.587265792504997,0.0003469369951044405,1000,1500
380.79905027741347,-1.2398722495728063,9.587265792501121,0.00034693699510430023,1000,1500
380.80084902269584,-0.40909530595297383,9.587265792505022,0.0003469369951044414,1000,1500
391.9498294862,-13.253018349755916,9.587265792505033,0.0003469369951044418,1000,1500
391.9778102929362,-12.397885609857559,9.587265792501137,0.0003469369951043008,1000,1500
392.00392542433144,-11.542693860421268,9.587265792505045,0.00034693699510444226,1000,1500
392.02817475608686,-10.687447171856444,9.587265792501135,0.00034693699510430077,1000,1500
392.0505581727843,-9.832149614833954,9.58726579250505,0.0003469369951044424,1000,1500
392.0710755678866,-8.976805260266625,9.587265792505024,0.00034693699510444145,1000,1500
392.0897268437383,-8.12141817929054,9.58726579250114,0.00034693699510430094,1000,1500
392.1065119115658,-7.265992443244612,9.587265792505047,0.0003469369951044423,1000,1500
392.12143069147834,-6.410532123651759,9.587265792505079,0.00034693699510444345,1000,1500
392.1344831124676,-5.555041292200011,9.587265792501137,0.0003469369951043008,1000,1500
392.1456691124089,-4.699524020722103,9.587265792505061,0.0003469369951044428,1000,1500
